nodes,workload,access_pattern,file_sharing,process_grouping,rs,"('wo flush', 'best')","('wo flush', 'best_time')","('wo flush', 'worst')","('wo flush', 'worst_time')","('w flush', 'best')","('w flush', 'best_time')","('w flush', 'worst')","('w flush', 'worst_time')",improvement,improvement_f
32,worm,seq,fpp,same,1048576,STDIO-shm,0.529397,POSIX-pfs,4.3403469999999995,STDIO-shm,4.627992000000001,POSIX-pfs,4.3403469999999995,8.198661873792258,1.5234767336124169
64,raw,random,fpp,prod-cons inter node,4096,STDIO-pfs,0.014478,MPIIO-pfs,0.024477,STDIO-pfs,0.014478,MPIIO-pfs,0.024477,1.6906340654786571,1.6906340654786571
64,raw,random,fpp,prod-cons inter node,65536,POSIX-pfs,0.05202,MPIIO-pfs,0.07187,POSIX-pfs,0.05202,MPIIO-pfs,0.07187,1.3815840061514804,1.3815840061514804
64,raw,random,fpp,prod-cons inter node,1048576,STDIO-pfs,2.450834,MPIIO-pfs,5.882326,STDIO-pfs,2.450834,MPIIO-pfs,5.882326,2.400132363105784,2.400132363105784
64,raw,random,fpp,prod-cons same node,4096,STDIO-shm,0.006411,MPIIO-pfs,0.020791999999999998,STDIO-shm,1.2472079999999999,MPIIO-pfs,0.020791999999999998,3.243175791608173,109.80876914949813
64,raw,random,fpp,prod-cons same node,65536,POSIX-shm,0.015866,POSIX-pfs,0.097631,POSIX-shm,1.4092879999999999,POSIX-pfs,0.097631,6.153472834993066,21.996851767423482
64,raw,random,fpp,prod-cons same node,1048576,POSIX-shm,0.199642,MPIIO-pfs,2.6701680000000003,POSIX-shm,4.555817,MPIIO-pfs,2.6701680000000003,13.374780857735349,4.256837984181044
64,raw,random,fpp,same,4096,STDIO-shm,0.006998,MPIIO-pfs,0.028333999999999998,STDIO-shm,1.30393,MPIIO-pfs,0.028333999999999998,4.048871106030294,99.54814004376368
64,raw,random,fpp,same,65536,POSIX-shm,0.024117,STDIO-pfs,0.07787,POSIX-shm,2.223518,STDIO-pfs,0.07787,3.228842725048721,44.68215340714988
64,raw,random,fpp,same,1048576,MPIIO-shm,0.34553,POSIX-pfs,7.234434,MPIIO-shm,6.921073,POSIX-pfs,7.234434,20.937209504239863,2.383284005473059
64,raw,seq,fpp,prod-cons inter node,4096,STDIO-pfs,0.014419000000000001,MPIIO-pfs,0.023624,STDIO-pfs,0.014419000000000001,MPIIO-pfs,0.023624,1.6383937859768358,1.6383937859768358
64,raw,seq,fpp,prod-cons inter node,65536,POSIX-pfs,0.047017,MPIIO-pfs,0.055858000000000005,POSIX-pfs,0.047017,MPIIO-pfs,0.055858000000000005,1.188038369100538,1.188038369100538
64,raw,seq,fpp,prod-cons inter node,1048576,MPIIO-pfs,2.564813,POSIX-pfs,2.81265,MPIIO-pfs,2.564813,POSIX-pfs,2.81265,1.0966296568209846,1.0966296568209846
64,raw,seq,fpp,prod-cons same node,4096,STDIO-shm,0.006377,MPIIO-pfs,0.021218,STDIO-shm,1.243389,MPIIO-pfs,0.021218,3.3272698761172967,122.56591387390576
64,raw,seq,fpp,prod-cons same node,65536,POSIX-shm,0.015984,MPIIO-pfs,0.1027,POSIX-shm,1.364253,MPIIO-pfs,0.1027,6.425175175175174,35.76799588371495
64,raw,seq,fpp,prod-cons same node,1048576,POSIX-shm,0.199603,POSIX-pfs,1.532475,POSIX-shm,4.676234,POSIX-pfs,1.532475,7.677615065905823,6.599040589047401
64,raw,seq,fpp,same,4096,STDIO-shm,0.00695,MPIIO-pfs,0.028586999999999998,STDIO-shm,1.293149,MPIIO-pfs,0.028586999999999998,4.113237410071942,239.8963612256924
64,raw,seq,fpp,same,65536,MPIIO-shm,0.023431,POSIX-pfs,0.09994700000000001,MPIIO-shm,1.501498,POSIX-pfs,0.09994700000000001,4.265588323161624,26.5460021547979
64,raw,seq,fpp,same,1048576,MPIIO-shm,0.346043,MPIIO-pfs,3.807598,MPIIO-shm,8.534472,MPIIO-pfs,3.807598,11.003251041055591,2.652790280147011
64,ro,random,fpp,same,4096,STDIO-shm,0.00344,POSIX-pfs,0.01678,STDIO-shm,0.017256,POSIX-pfs,0.01678,4.877906976744186,2.2329192546583854
64,ro,random,fpp,same,65536,POSIX-shm,0.00898,POSIX-pfs,0.0553,POSIX-shm,0.172404,POSIX-pfs,0.0553,6.158129175946548,8.471270291162073
64,ro,random,fpp,same,1048576,MPIIO-shm,0.08669,MPIIO-pfs,8.659065,MPIIO-shm,2.772677,MPIIO-pfs,8.659065,99.88539623947399,3.8548981636060105
64,ro,seq,fpp,same,4096,STDIO-shm,0.003422,POSIX-pfs,0.016763,STDIO-shm,0.01867,POSIX-pfs,0.016763,4.8985973115137345,2.396970086018744
64,ro,seq,fpp,same,65536,POSIX-shm,0.009155,POSIX-pfs,0.100487,POSIX-shm,0.179994,POSIX-pfs,0.100487,10.976187875477882,3.05033215835141
64,ro,seq,fpp,same,1048576,STDIO-shm,0.082577,STDIO-pfs,2.531215,STDIO-shm,2.471336,STDIO-pfs,2.531215,30.652784673698488,1.1180542304216268
64,update,random,fpp,same,4096,MPIIO-shm,0.005877,STDIO-bb,0.031617599999999996,MPIIO-shm,1.5968019999999998,STDIO-bb,1.5293366,5.379887697805001,93.77789406509254
64,update,random,fpp,same,65536,MPIIO-shm,0.012465,POSIX-pfs,0.114487,MPIIO-shm,2.2354380000000003,POSIX-pfs,0.114487,9.184677095868432,75.77031265155678
64,update,random,fpp,same,1048576,STDIO-shm,0.158046,STDIO-pfs,575.408562,STDIO-shm,6.757529,STDIO-pfs,575.408562,3640.7663718158005,89.40443640772912
64,update,seq,fpp,same,4096,MPIIO-shm,0.005956,STDIO-bb,0.02738399999999999,MPIIO-shm,1.748178,STDIO-bb,1.6685320000000001,4.597716588314303,105.4014640613292
64,update,seq,fpp,same,65536,MPIIO-shm,0.013483,MPIIO-pfs,0.069289,MPIIO-shm,2.220507,MPIIO-pfs,0.069289,5.13898983905659,88.16740900015358
64,update,seq,fpp,same,1048576,STDIO-shm,0.165406,POSIX-pfs,6.228624,STDIO-shm,6.670399,POSIX-pfs,6.228624,37.65657835870525,8.680608003991342
64,wo,seq,fpp,same,4096,STDIO-shm,0.003759,MPIIO-bb,0.021053759999999998,STDIO-shm,1.521601,MPIIO-bb,1.92144176,5.600893854748603,328.003031751451
64,wo,seq,fpp,same,65536,POSIX-shm,0.014392,STDIO-bb,0.06423983999999999,POSIX-shm,2.499374,STDIO-bb,2.33691284,4.463579766536965,186.25142857142856
64,wo,seq,fpp,same,1048576,MPIIO-shm,0.226262,STDIO-pfs,2.087388,MPIIO-shm,6.480418,STDIO-pfs,2.087388,9.225534999248659,8.040831298073742
64,worm,random,fpp,prod-cons inter node,4096,STDIO-pfs,0.00904,MPIIO-pfs,0.013153,STDIO-pfs,0.00904,MPIIO-pfs,0.013153,1.4549778761061947,1.4549778761061947
64,worm,random,fpp,prod-cons inter node,65536,STDIO-pfs,0.041958999999999996,MPIIO-pfs,0.046575,STDIO-pfs,0.041958999999999996,MPIIO-pfs,0.046575,1.1100121547224673,1.1100121547224673
64,worm,random,fpp,prod-cons inter node,1048576,MPIIO-pfs,6.073463,POSIX-pfs,998.42297,MPIIO-pfs,6.073463,POSIX-pfs,998.42297,164.3910516948897,164.3910516948897
64,worm,random,fpp,prod-cons same node,4096,POSIX-bb,0.0016598399999999997,MPIIO-pfs,0.009872,POSIX-bb,1.23558384,MPIIO-pfs,0.009872,5.947561210719107,244.63390456989248
64,worm,random,fpp,prod-cons same node,65536,POSIX-shm,0.021258,MPIIO-pfs,0.119079,POSIX-shm,1.329469,MPIIO-pfs,0.119079,5.601608806096529,61.375422187581194
64,worm,random,fpp,prod-cons same node,1048576,POSIX-shm,0.296008,POSIX-pfs,589.509348,POSIX-shm,3.817682,POSIX-pfs,589.509348,1991.5318099510826,627.178304123991
64,worm,random,fpp,same,4096,MPIIO-bb,0.0032323199999999995,MPIIO-pfs,0.017237,MPIIO-bb,1.2732473199999998,MPIIO-pfs,0.017237,5.332702207702209,166.80579174368458
64,worm,random,fpp,same,65536,MPIIO-shm,0.033853999999999995,POSIX-bb,0.08396975999999998,MPIIO-shm,1.573186,POSIX-bb,1.57006576,2.4803497371063976,33.14127721455875
64,worm,random,fpp,same,1048576,MPIIO-shm,0.529606,STDIO-pfs,1341.476666,MPIIO-shm,6.793893000000001,STDIO-pfs,1341.476666,2532.971050176924,197.4533107895576
64,worm,seq,fpp,prod-cons inter node,4096,STDIO-pfs,0.009065,MPIIO-pfs,0.011432,STDIO-pfs,0.009065,MPIIO-pfs,0.011432,1.2611141753998896,1.2611141753998896
64,worm,seq,fpp,prod-cons inter node,65536,STDIO-pfs,0.034255,MPIIO-pfs,0.043564,STDIO-pfs,0.034255,MPIIO-pfs,0.043564,1.2717559480367828,1.2717559480367828
64,worm,seq,fpp,prod-cons inter node,1048576,STDIO-pfs,4.3493949999999995,MPIIO-pfs,9.577924,STDIO-pfs,4.3493949999999995,MPIIO-pfs,9.577924,2.202127882153725,2.202127882153725
64,worm,seq,fpp,prod-cons same node,4096,POSIX-bb,0.0016296000000000001,POSIX-pfs,0.010543,POSIX-bb,1.3620756,POSIX-pfs,0.010543,6.469685812469317,232.0651186269561
64,worm,seq,fpp,prod-cons same node,65536,POSIX-shm,0.021221,STDIO-pfs,0.061616,POSIX-shm,1.32713,STDIO-pfs,0.061616,2.9035389472692144,25.886832135858917
64,worm,seq,fpp,prod-cons same node,1048576,POSIX-shm,0.29597,POSIX-pfs,2.052792,POSIX-shm,4.445192,POSIX-pfs,2.052792,6.935811061931953,3.204575846412688
64,worm,seq,fpp,same,4096,MPIIO-bb,0.00172704,MPIIO-pfs,0.017262999999999997,MPIIO-bb,1.32332404,MPIIO-pfs,0.017262999999999997,9.995715212154899,176.40690168818273
64,worm,seq,fpp,same,65536,POSIX-pfs,0.031584,MPIIO-bb,0.08423855999999999,POSIX-pfs,0.031584,MPIIO-bb,1.56761156,2.6671276595744677,50.781937689969595
64,worm,seq,fpp,same,1048576,STDIO-shm,0.530683,STDIO-pfs,6.575748000000001,STDIO-shm,6.879593,STDIO-pfs,6.575748000000001,12.391103540154859,2.1131374611378257
128,raw,random,fpp,prod-cons inter node,4096,STDIO-pfs,0.016395,MPIIO-pfs,0.024084,STDIO-pfs,0.016395,MPIIO-pfs,0.024084,1.4689844464775847,1.4689844464775847
128,raw,random,fpp,prod-cons inter node,65536,POSIX-pfs,0.053853,MPIIO-pfs,0.070233,POSIX-pfs,0.053853,MPIIO-pfs,0.070233,1.3041613280597182,1.3041613280597182
128,raw,random,fpp,prod-cons inter node,1048576,STDIO-pfs,2.6041790000000002,MPIIO-pfs,11.064452000000001,STDIO-pfs,2.6041790000000002,MPIIO-pfs,11.064452000000001,4.248729446017344,4.248729446017344
128,raw,random,fpp,prod-cons same node,4096,STDIO-shm,0.006422000000000001,MPIIO-pfs,0.019687000000000003,STDIO-shm,1.276255,MPIIO-pfs,0.019687000000000003,3.0655559015882905,128.57542448614834
128,raw,random,fpp,prod-cons same node,65536,POSIX-shm,0.015853,MPIIO-pfs,0.159323,POSIX-shm,1.389897,MPIIO-pfs,0.159323,10.050022077840156,20.051367301138725
128,raw,random,fpp,prod-cons same node,1048576,POSIX-shm,0.200698,STDIO-pfs,1.181438,POSIX-shm,6.956689,STDIO-pfs,1.181438,5.886645606832156,10.599744930992841
128,raw,random,fpp,same,4096,STDIO-shm,0.0069630000000000004,MPIIO-pfs,0.027879,STDIO-shm,1.3283230000000001,MPIIO-pfs,0.027879,4.003877638948729,104.30381815480614
128,raw,random,fpp,same,65536,MPIIO-shm,0.021802,MPIIO-pfs,0.13891599999999998,MPIIO-shm,1.629591,MPIIO-pfs,0.13891599999999998,6.3717090175213285,26.504684448917967
128,raw,random,fpp,same,1048576,MPIIO-shm,0.342184,MPIIO-pfs,12.105803,MPIIO-shm,12.676485,MPIIO-pfs,12.105803,35.37805099011059,3.687761638654367
128,raw,seq,fpp,prod-cons inter node,4096,STDIO-pfs,0.014409,MPIIO-pfs,0.022831999999999998,STDIO-pfs,0.014409,MPIIO-pfs,0.022831999999999998,1.5845652023041155,1.5845652023041155
128,raw,seq,fpp,prod-cons inter node,65536,POSIX-pfs,0.05162,STDIO-pfs,0.064198,POSIX-pfs,0.05162,STDIO-pfs,0.064198,1.2436652460286712,1.2436652460286712
128,raw,seq,fpp,prod-cons inter node,1048576,MPIIO-pfs,3.930691,POSIX-pfs,3.965375,MPIIO-pfs,3.930691,POSIX-pfs,3.965375,1.00882389381409,1.00882389381409
128,raw,seq,fpp,prod-cons same node,4096,STDIO-shm,0.006366999999999999,MPIIO-pfs,0.020065,STDIO-shm,1.42012,MPIIO-pfs,0.020065,3.151405685566201,131.49108014555782
128,raw,seq,fpp,prod-cons same node,65536,POSIX-shm,0.015854,MPIIO-pfs,0.179114,POSIX-shm,1.4346160000000001,MPIIO-pfs,0.179114,11.297716664564147,9.333183745004458
128,raw,seq,fpp,prod-cons same node,1048576,POSIX-shm,0.20084800000000003,STDIO-pfs,1.236678,POSIX-shm,5.534756,STDIO-pfs,1.236678,6.15728311957301,13.914032759730304
128,raw,seq,fpp,same,4096,STDIO-shm,0.006928,MPIIO-pfs,0.028298000000000004,STDIO-shm,1.426555,MPIIO-pfs,0.028298000000000004,4.08458429561201,107.43892447489944
128,raw,seq,fpp,same,65536,MPIIO-shm,0.022004,MPIIO-pfs,0.12612099999999998,MPIIO-shm,1.655695,MPIIO-pfs,0.12612099999999998,5.731730594437375,30.745978983487024
128,raw,seq,fpp,same,1048576,MPIIO-shm,0.343171,MPIIO-pfs,5.187429,MPIIO-shm,14.794258,MPIIO-pfs,5.187429,15.116163661847883,3.0942005979144525
128,ro,random,fpp,same,4096,STDIO-shm,0.003438,POSIX-pfs,0.016732,STDIO-shm,0.015654,POSIX-pfs,0.016732,4.866783013379872,2.2084564965942683
128,ro,random,fpp,same,65536,POSIX-shm,0.009008,STDIO-pfs,0.392346,POSIX-shm,0.190109,STDIO-pfs,0.392346,43.55528419182948,7.884766881028939
128,ro,random,fpp,same,1048576,POSIX-shm,0.068449,MPIIO-pfs,8.090196,POSIX-shm,7.377940000000001,MPIIO-pfs,8.090196,118.19304883928181,1.9824786459876367
128,ro,seq,fpp,same,4096,STDIO-shm,0.003555,POSIX-pfs,0.016727,STDIO-shm,0.015783,POSIX-pfs,0.016727,4.70520393811533,2.5037603734439835
128,ro,seq,fpp,same,65536,POSIX-shm,0.008969,MPIIO-pfs,0.109435,POSIX-shm,0.21424,MPIIO-pfs,0.109435,12.201471735979487,5.441784684797594
128,ro,seq,fpp,same,1048576,POSIX-shm,0.068545,STDIO-pfs,5.135379,POSIX-shm,9.440519,STDIO-pfs,5.135379,74.91981909694363,2.268333688141448
128,update,random,fpp,same,4096,MPIIO-shm,0.005877,STDIO-bb,0.030549119999999996,MPIIO-shm,1.739333,STDIO-bb,1.7504861200000001,5.198080653394588,182.21762376237623
128,update,random,fpp,same,65536,MPIIO-shm,0.012499,MPIIO-pfs,0.104269,MPIIO-shm,3.089467,MPIIO-pfs,0.104269,8.342187374989999,94.78130501114893
128,update,random,fpp,same,1048576,STDIO-shm,0.157851,MPIIO-pfs,248.425668,STDIO-shm,12.896870000000002,MPIIO-pfs,248.425668,1573.7985061862137,20.62540047873549
128,update,seq,fpp,same,4096,MPIIO-shm,0.005965,STDIO-bb,0.027461279999999998,MPIIO-shm,1.693234,STDIO-bb,1.64940328,4.60373512154233,116.4992232897992
128,update,seq,fpp,same,65536,MPIIO-shm,0.013482,POSIX-pfs,0.156847,MPIIO-shm,3.221089,POSIX-pfs,0.156847,11.633808040350097,92.42330216303014
128,update,seq,fpp,same,1048576,STDIO-shm,0.16493,POSIX-pfs,12.907348,STDIO-shm,462.632946,POSIX-pfs,12.907348,78.25955253744013,658.2046292989752
128,wo,seq,fpp,same,4096,STDIO-shm,0.003738,MPIIO-bb,0.02060016,STDIO-shm,1.630878,MPIIO-bb,2.5945051599999998,5.511011235955056,489.5311355311355
128,wo,seq,fpp,same,65536,POSIX-shm,0.014296,STDIO-bb,0.06383663999999999,POSIX-shm,3.9509079999999996,STDIO-bb,2.85073164,4.465349748181309,258.651914893617
128,wo,seq,fpp,same,1048576,MPIIO-shm,0.225274,STDIO-pfs,1.697417,MPIIO-shm,13.029501,STDIO-pfs,1.697417,7.534899722116179,14.149165123178792
128,worm,random,fpp,prod-cons inter node,4096,STDIO-pfs,0.008960000000000001,MPIIO-pfs,0.013282,STDIO-pfs,0.008960000000000001,MPIIO-pfs,0.013282,1.4823660714285714,1.4823660714285714
128,worm,random,fpp,prod-cons inter node,65536,POSIX-pfs,0.039470000000000005,MPIIO-pfs,0.057217000000000004,POSIX-pfs,0.039470000000000005,MPIIO-pfs,0.057217000000000004,1.4496326323790218,1.4496326323790218
128,worm,random,fpp,prod-cons inter node,1048576,STDIO-pfs,4.033275,MPIIO-pfs,9.660817999999999,STDIO-pfs,4.033275,MPIIO-pfs,9.660817999999999,2.3952787746930224,2.3952787746930224
128,worm,random,fpp,prod-cons same node,4096,POSIX-bb,0.0016967999999999998,POSIX-pfs,0.009995,POSIX-bb,1.3752848,POSIX-pfs,0.009995,5.890499764262142,243.402719489676
128,worm,random,fpp,prod-cons same node,65536,POSIX-shm,0.021249,STDIO-pfs,0.133763,POSIX-shm,1.476863,STDIO-pfs,0.133763,6.2950256482658,28.640801968397987
128,worm,random,fpp,prod-cons same node,1048576,POSIX-shm,0.297545,POSIX-pfs,2.265135,POSIX-shm,7.641485,POSIX-pfs,2.265135,7.612747651615722,11.78781278297208
128,worm,random,fpp,same,4096,MPIIO-bb,0.0013876799999999999,MPIIO-pfs,0.017259,MPIIO-bb,1.2751866799999998,MPIIO-pfs,0.017259,12.437305430646836,181.03573352748452
128,worm,random,fpp,same,65536,MPIIO-shm,0.029299,STDIO-pfs,0.089461,MPIIO-shm,1.613278,STDIO-pfs,0.089461,3.0533806614560226,26.351316044009188
128,worm,random,fpp,same,1048576,POSIX-shm,0.517973,MPIIO-pfs,11.944224,POSIX-shm,12.356551,MPIIO-pfs,11.944224,23.05954943597446,3.0424453590256157
128,worm,seq,fpp,prod-cons inter node,4096,STDIO-pfs,0.009055,MPIIO-pfs,0.011605,STDIO-pfs,0.009055,MPIIO-pfs,0.011605,1.2816123688569852,1.2816123688569852
128,worm,seq,fpp,prod-cons inter node,65536,POSIX-pfs,0.052557000000000006,MPIIO-pfs,0.056551,POSIX-pfs,0.052557000000000006,MPIIO-pfs,0.056551,1.07599368304888,1.07599368304888
128,worm,seq,fpp,prod-cons inter node,1048576,MPIIO-pfs,4.9780370000000005,POSIX-pfs,10.458489,MPIIO-pfs,4.9780370000000005,POSIX-pfs,10.458489,2.1009263289927333,2.1009263289927333
128,worm,seq,fpp,prod-cons same node,4096,POSIX-bb,0.0017035199999999996,POSIX-pfs,0.009906,POSIX-bb,1.3560675199999999,POSIX-pfs,0.009906,5.815018315018317,226.90532865027595
128,worm,seq,fpp,prod-cons same node,65536,POSIX-shm,0.021251,STDIO-pfs,0.31577299999999997,POSIX-shm,1.558649,STDIO-pfs,0.31577299999999997,14.859206625570561,16.67503637452927
128,worm,seq,fpp,prod-cons same node,1048576,POSIX-shm,0.297418,POSIX-pfs,2.151333,POSIX-shm,855.993132,POSIX-pfs,2.151333,7.233365162834798,1525.8072619026398
128,worm,seq,fpp,same,4096,MPIIO-bb,0.0016161599999999997,MPIIO-pfs,0.017458,MPIIO-bb,1.33943316,MPIIO-pfs,0.017458,10.802148302148305,174.43219296086636
128,worm,seq,fpp,same,65536,MPIIO-shm,0.028933,POSIX-pfs,0.115052,MPIIO-shm,1.7071690000000002,POSIX-pfs,0.115052,3.9764974250855425,32.23628158163073
128,worm,seq,fpp,same,1048576,STDIO-shm,0.533127,POSIX-pfs,167.021703,STDIO-shm,234.520241,POSIX-pfs,167.021703,313.28689599288725,308.2205176433214
